Name,Assembly,Annotation,Reads,popppunk_cluster,ST,Pathotype,Country,Continent,Isolation,Publication
esc_sa3208aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7221265_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7221265_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7221265_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7221265_trimmed_1.fastq.gz,9,33,nd,united kingdom,Europe,human,public health england
esc_ga8807aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3574245_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR3574245_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR3574245_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR3574245_trimmed_2.fastq.gz,9,33,nd,united kingdom,Europe,human,public health england
esc_pa2780aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_pa2780aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa2780aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR6001163_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR6001163_trimmed_1.fastq.gz,10,32,nd,united kingdom,Europe,human,public health england
44310_b01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/complete/44310_B01_contigs_pacbio.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/44310_B01_contigs_pacbio.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/reads/44310_B01.fastq.gz,10,137,nd,united kingdom,Europe,nd,nctc
esc_sa5123aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7277792_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7277792_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7277792_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7277792_trimmed_1.fastq.gz,10,32~,nd,united kingdom,Europe,human,public health england
esc_ja5404aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR5006058_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR5006058_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR5006058_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR5006058_trimmed_2.fastq.gz,10,6130,nd,united kingdom,Europe,human,public health england
esc_ja3790aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897117_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4897117_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR4897117_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR4897117_trimmed_1.fastq.gz,10,7031,nd,united kingdom,Europe,human,public health england
esc_pa2776aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_pa2776aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa2776aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR6001159_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR6001159_trimmed_2.fastq.gz,10,137,nd,united kingdom,Europe,human,public health england
srs1805052,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5029798_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR5029798_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR5029798_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR5029798_trimmed_2.fastq.gz,10,32~,nd,united kingdom,Europe,nd,phe
esc_sa6820aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7367534_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367534_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7367534_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7367534_trimmed_1.fastq.gz,10,137,nd,united kingdom,Europe,human,public health england
esc_pa2770aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR6001153_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR6001153_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR6001153_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR6001153_trimmed_1.fastq.gz,10,32,nd,united kingdom,Europe,human,public health england
esc_ra3598aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra3598aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra3598aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra3598aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra3598aa_as_1.fastq,10,32,nd,united states,North America,human,centers for disease control and prevention enteric diseases laboratory branch
esc_sa2291aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7187072_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7187072_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7187072_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7187072_trimmed_2.fastq.gz,10,32~,nd,united kingdom,Europe,human,public health england
jhss00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/complete/JHSS00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/hazen2016/annotation/JHSS00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHSS00000000_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/JHSS00000000_1.fastq,10,137,epec,the gambia,Africa,feces,hazen2016_gems
esc_ga9265aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR3578806_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR3578806_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR3578806_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR3578806_trimmed_1.fastq.gz,11,127,nd,united kingdom,Europe,human,public health england
esc_ca4733aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca4733aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca4733aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca4733aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca4733aa_as_1.fastq,11,5337,nd,united states,North America,urine,broad institute
esc_sa5314aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/assembly/SRR7283674_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR7283674_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR7283674_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR7283674_trimmed_2.fastq.gz,11,127~,nd,united kingdom,Europe,human,public health england
esc_ca4039aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca4039aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca4039aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca4039aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca4039aa_as_1.fastq,11,5370,nd,united states,North America,urine,broad institute
11791_3#4,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11791_3#4.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11791_3#4.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11791_3#4_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11791_3#4_1.fastq.gz,11,5364,expec,united kingdom,Europe,blood,kallonen2017_bsac
11658_5#60,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#60.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#60.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_5#60_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_5#60_2.fastq.gz,11,5417,expec,united kingdom,Europe,blood,kallonen2017_bsac
jshd00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSHD00000000.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSHD00000000.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR1314556_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR1314556_trimmed_1.fastq.gz,11,5457,expec,united states,North America,urine,salipante2014
11679_8#8,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#8.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#8.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_8#8_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_8#8_1.fastq.gz,11,127,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_ha0918aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha0918aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha0918aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha0918aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha0918aa_as_2.fastq,11,127,nd,united states,North America,human,centers for disease control and prevention enteric diseases laboratory branch
esc_ba9015aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba9015aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba9015aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ba9015aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ba9015aa_as_1.fastq,11,5370,nd,united states,North America,urine,broad institute
esc_sa3200aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7221255_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7221255_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7221255_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7221255_trimmed_2.fastq.gz,11,127~,nd,united kingdom,Europe,human,public health england
esc_sa7814aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7457843_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7457843_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7457843_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7457843_trimmed_1.fastq.gz,12,10,nd,united kingdom,Europe,human,public health england
esc_ha7409aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha7409aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7409aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha7409aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ha7409aa_as_2.fastq,12,43,nd,sweden,Europe,human,fda center for food safety and applied nutrition
esc_ja3795aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4897128_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4897128_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR4897128_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR4897128_trimmed_1.fastq.gz,12,4305,nd,united kingdom,Europe,human,public health england
7790_1#87,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/7790_1#87.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7790_1#87.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7790_1#87_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7790_1#87_1.fastq.gz,12,5353,epec,mozambique,Africa,feces,ingle2016_gems
38656_b02,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/missing_and_added/assemblies/38656_B02_contigs_hgap_4_0.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/38656_B02_contigs_hgap_4_0.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/reads/38656_B02.fastq.gz,12,10~,nd,united kingdom,Europe,nd,nctc
esc_ca2651aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca2651aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca2651aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca2651aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca2651aa_as_1.fastq,12,5325,nd,united states,North America,urine,broad institute
esc_ca1598aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca1598aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca1598aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca1598aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca1598aa_as_2.fastq,12,5332,nd,sweden,Europe,urine,broad institute
7553_7#63,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/7553_7#63.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7553_7#63.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7553_7#63_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/7553_7#63_2.fastq.gz,12,5339,epec,india,Asia,feces,ingle2016_gems
8205_3#53,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/complete/8205_3#53.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/8205_3#53.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/8205_3#53_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/reads/8205_3#53_2.fastq.gz,12,5543,epec,kenya,Africa,feces,ingle2016_gems
esc_sa2796aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7208795_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7208795_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7208795_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7208795_trimmed_1.fastq.gz,12,8280,nd,united kingdom,Europe,human,public health england
esc_ga9307aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga9307aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga9307aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR3578920_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR3578920_trimmed_1.fastq.gz,12,10,nd,united kingdom,Europe,human,public health england
